2024-06-26T00:25:47.121+05:30  INFO 3224 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2024-06-26T20:37:59.218+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:37:59.218+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:37:59.222+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:37:59.223+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:37:59.223+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:37:59.223+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:37:59.225+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:37:59.226+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:37:59.227+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:37:59.227+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:37:59.227+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:38:01.655+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:38:01.656+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:38:01.656+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:38:01.656+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:38:01.656+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:38:01.656+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:38:01.658+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:38:01.658+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:38:01.664+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:38:01.664+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:38:01.664+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:38:01.665+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:38:01.665+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:38:01.665+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:38:01.727+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.controller.PlayerController      : Add player endpoint
2024-06-26T20:38:01.727+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to add a player
2024-06-26T20:38:01.727+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to validate the field district
2024-06-26T20:38:01.727+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Saving player to repository
2024-06-26T20:38:01.990+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.controller.PlayerController      : Player created with id : 252
2024-06-26T20:38:01.990+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.controller.PlayerController      : Executing business logic to map the Player to PlayerResponse
2024-06-26T20:38:09.082+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:38:09.082+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:38:09.082+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:38:09.082+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:38:09.082+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:38:09.082+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:38:09.082+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:38:09.082+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:38:09.084+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:38:09.093+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:38:09.093+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:38:09.093+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:38:09.093+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:38:09.094+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:38:09.094+05:30  WARN 1304 --- [http-nio-8080-exec-6] c.t.b.p.controller.PlayerController      : Neither username nor gameId provided
2024-06-26T20:38:09.094+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:38:09.094+05:30  WARN 1304 --- [http-nio-8080-exec-2] c.t.b.p.controller.PlayerController      : Neither username nor gameId provided
2024-06-26T20:38:59.279+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:38:59.279+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:38:59.279+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:38:59.279+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:38:59.279+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:38:59.279+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:38:59.279+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:38:59.279+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:38:59.289+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:38:59.289+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:38:59.289+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:38:59.289+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:38:59.289+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:38:59.289+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:38:59.289+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:38:59.289+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:38:59.289+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:39:05.337+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:39:05.337+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:39:05.338+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:39:05.338+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:39:05.338+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:39:05.338+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:39:05.340+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:39:05.340+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:39:05.343+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:39:05.343+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:39:05.343+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:39:05.344+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:39:05.347+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:39:05.348+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:39:05.349+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:39:05.349+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:39:05.349+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Game Id
2024-06-26T20:39:07.399+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:39:07.399+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:39:07.400+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:39:07.400+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:39:07.400+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:39:07.400+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:39:07.400+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:39:07.400+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:39:07.406+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:39:07.406+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:39:07.406+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:39:07.406+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:39:07.408+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:39:07.408+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:39:07.408+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Add player endpoint
2024-06-26T20:39:07.408+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to add a player
2024-06-26T20:39:07.408+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to validate the field district
2024-06-26T20:39:07.408+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Saving player to repository
2024-06-26T20:39:07.415+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Player created with id : 253
2024-06-26T20:39:07.415+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Executing business logic to map the Player to PlayerResponse
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:39:14.576+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:39:14.592+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:39:14.592+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:39:14.592+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:39:14.592+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:39:14.592+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:39:14.592+05:30  INFO 1304 --- [http-nio-8080-exec-1] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:39:14.592+05:30  WARN 1304 --- [http-nio-8080-exec-9] c.t.b.p.controller.PlayerController      : Neither username nor gameId provided
2024-06-26T20:39:14.592+05:30  WARN 1304 --- [http-nio-8080-exec-1] c.t.b.p.controller.PlayerController      : Neither username nor gameId provided
2024-06-26T20:39:17.291+05:30  INFO 1304 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2024-06-26T20:39:17.307+05:30  INFO 1304 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2024-06-26T20:39:17.322+05:30  INFO 1304 --- [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
2024-06-26T20:39:52.407+05:30  INFO 2020 --- [main] com.tuskers.backend.BackendApplication   : Starting BackendApplication using Java 17.0.11 with PID 2020 (D:\Projects\Tuskers Database Web Application\backend\target\classes started by MSI 1 in D:\Projects\Tuskers Database Web Application\backend)
2024-06-26T20:39:52.412+05:30  INFO 2020 --- [main] com.tuskers.backend.BackendApplication   : No active profile set, falling back to 1 default profile: "default"
2024-06-26T20:39:53.310+05:30  INFO 2020 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-06-26T20:39:53.393+05:30  INFO 2020 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 70 ms. Found 2 JPA repository interfaces.
2024-06-26T20:39:54.477+05:30  INFO 2020 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port 8080 (http)
2024-06-26T20:39:54.500+05:30  INFO 2020 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2024-06-26T20:39:54.501+05:30  INFO 2020 --- [main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.24]
2024-06-26T20:39:54.620+05:30  INFO 2020 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
